item_name,pic,price,real_sales,procity,item_id,item_url,style,applicable_age,fabric,season
秋冬季微喇叭牛仔裤女加绒弹力高腰显瘦小个黑色开叉八九分阔腿裤,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/1630462896/O1CN01U4Smlk1XGPtR4lqf6_!!1630462896-0-picasso.jpg,44.90,800+人付款,广东 阳江,681080731218,https://item.taobao.com/item.htm?id=681080731218&ns=1&abbucket=0#detail,,,棉弹牛仔布,春秋
外贸出口<span class=H>女装</span>尾单剪标尾货意大利外单清仓秋冬针织打底衫宽松上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2213345182702/O1CN011cysyh1VpZ3ZcOpYb_!!2213345182702.jpg,21.00,68人付款,浙江 杭州,743357462319,https://item.taobao.com/item.htm?id=743357462319&ns=1&abbucket=0#detail,通勤,,其他,2023年秋季
清仓捡漏一线大牌专柜撤回剪标外贸<span class=H>女装</span>加厚显瘦中长款毛呢外套女,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2214023159419/O1CN01dQVy8R2JRxQtIexhO_!!2214023159419.jpg,15.00,400+人付款,浙江 杭州,744501242696,https://item.taobao.com/item.htm?id=744501242696&ns=1&abbucket=0#detail,通勤,,,2023年秋季
清仓捡漏一线品牌专柜商场撤回剪标<span class=H>女装</span>秋装上衣女毛衣连帽卫衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2216440581735/O1CN012dkKGq1Ogg45huJWL_!!2216440581735.jpg,20.00,41人付款,广东 广州,744556917719,https://item.taobao.com/item.htm?id=744556917719&ns=1&abbucket=0#detail,,,,2023年秋季
一线大牌剪标品牌折扣<span class=H>女装</span>专柜尾单清仓春秋针织开衫毛衣外套上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2210914993835/O1CN01XXvPTN1eCTnfaw4b3_!!2210914993835.jpg,13.00,90人付款,浙江 杭州,744186323031,https://item.taobao.com/item.htm?id=744186323031&ns=1&abbucket=0#detail,,,,2023年秋季
大码<span class=H>女装</span>黑色高腰a字半身裙2023新款秋冬胖mm遮肚子一步包臀短裙,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1661411306/O1CN01pyk0nu1LWC93sPj9D_!!1661411306.jpg,133.80,700+人付款,广东 广州,741720282651,https://item.taobao.com/item.htm?id=741720282651&ns=1&abbucket=0#detail,通勤,,,2023年秋季
俞兆林清仓捡漏亏本特价处理~100%纯棉女士长袖卫衣秋款上衣女韩版宽松小个子短款打底衫春秋款,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2215182457405/O1CN01lVIp4X24ZXkHCrdS1_!!2215182457405-0-tblite.jpg,43.80,300+人付款,广东 揭阳,739691401618,https://item.taobao.com/item.htm?id=739691401618&ns=1&abbucket=0,通勤,30-34周岁 35-39周岁 25-29周岁 18-24周岁 40-49周岁 17周岁以下,,春季 秋季
清仓捡漏专柜商场撤回尾单<span class=H>女装</span>加绒加厚卫衣立领开衫女秋冬外套衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2212866435007/O1CN01wBTzXP1mrFzYF3rSA_!!2212866435007.jpg,15.00,600+人付款,浙江 杭州,744062584738,https://item.taobao.com/item.htm?id=744062584738&ns=1&abbucket=0#detail,通勤,,,2023年秋季
清仓捡漏一线品牌专柜商场撤回剪标<span class=H>女装</span>秋冬毛衣外套针织开衫上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2213218053401/O1CN01BlR2bt1azhuMhxrtv_!!2213218053401.jpg,10.00,200+人付款,广东 广州,744480279921,https://item.taobao.com/item.htm?id=744480279921&ns=1&abbucket=0#detail,通勤,25-29周岁,粘胶,2023年秋季
清仓捡漏专柜撤回外贸大牌尾单<span class=H>女装</span>马海毛中长款毛衣女软糯针织衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2211193585685/O1CN01vUJX0O1rrmWM1oOws_!!2211193585685.jpg,15.00,66人付款,广东 广州,742580322771,https://item.taobao.com/item.htm?id=742580322771&ns=1&abbucket=0#detail,,,其他,2023年秋季
连帽卫衣女2023年新款秋季韩版宽松<span class=H>女装</span>短款毛衣春秋纯色针织上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2213345182702/O1CN01DRJGFM1VpZ3ajXFEz_!!2213345182702.jpg,20.00,96人付款,浙江 杭州,743357402421,https://item.taobao.com/item.htm?id=743357402421&ns=1&abbucket=0#detail,甜美,,其他,2023年秋季
一线品牌处理清仓**灯芯绒外套女 秋季新款 装春秋装宽松短款上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2216657545389/O1CN01rSue2O1pgDHiTr2aV_!!2216657545389.jpg,53.00,24人付款,北京,743869688814,https://item.taobao.com/item.htm?id=743869688814&ns=1&abbucket=0#detail,百搭,,,2022年秋季
大码<span class=H>女装</span>镂空彩虹拼接色条纹长袖t恤秋季设计感小众显瘦针织上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2543100702/O1CN01ROxo721H3YtspPE98_!!2543100702.jpg,140.00,900+人付款,广东 广州,730883376648,https://item.taobao.com/item.htm?id=730883376648&ns=1&abbucket=0#detail,通勤,,其他,2023年秋季
清仓捡漏专柜撤回大牌外贸<span class=H>女装</span>秋冬半高领假两件打底羊绒衫毛衣女,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2216370996294/O1CN01bM8o9V1wMhjEbE4lV_!!2216370996294.jpg,20.00,38人付款,浙江 杭州,744724187879,https://item.taobao.com/item.htm?id=744724187879&ns=1&abbucket=0#detail,通勤,,其他,2023年秋季
外套早春秋冬三合一可拆卸冲锋衣旅游穿搭男女款情侣装风衣两件套,https://img.alicdn.com/imgextra/i3/1968790129/O1CN01EpkNq91Cp7ytoh33i_!!2-saturn_solar.png,179.00,200+人付款,浙江 杭州,733536231034,https://click.simba.taobao.com/cc_im?p=%C5%AE%D7%B0&s=1302284418&k=985&e=67X79p9pSVkOqSdarAZyUaw3WZspZwuSvHQTmrRVsgfIpxYq3R5UxkYuiNR%2BpuQJT2IfwVxh3DRmeT6QoFUeO%2BGWvGZEdQwu6qfpC42YZN%2BaKn6W6xc4dn62%2FJUhVj4EImNAZ1BiIFaq4pkxcSUL%2BonZx84pGl4NMcwUi8GpJ6FORf6AzdYLSxKKXqv37djtnj%2B8WikU5%2BvrnKYpOEaplQRegO2lITgFyJ1%2F0KFkiLnDpTtbWxmmqKELJNfRTzSw8tYbr%2BSBO9HIdEPHjujOfU7OWwtcx9AIQe%2B34iTSs3%2Bmkyva1XBYY8Wew8A3o3p5ECODKgFJ4fe9E9kI7G6LoLe%2BlDgn1ZiH4xBvm%2FMCqbw53wh2D6qlUt8M37V%2ByzskARU5Rg7g7mP4ZuklxJoEcTLqzMuQUB1FYUR3d0ZPAtIWJMpm7ET8KXWqymyhIcAp%2B1CIOmZbwCq%2FD2YTibS9uc7pBBAqvYLtcWfDY01KefgcW7fwy%2BUcq%2F%2B9lSnFcSyT25pAkaGvgbRrSpvuWukVsdGyX%2BU2KSgFnbbVKmj3435OzlsLXMfQCCzq122%2BxRZq9Q6YhJNJPHI6j%2BCXTIoPOXz4VJYyNHoS%2F1vi6OtjbTsylfb%2FFe%2BjNlc8ZGIZKUU2Jyh%2FlLHKpjzc3st%2FTBdRggbTxcZUnNswARWlnHfA7Y2DrL%2Fv6xyzm06kyBAT2X2ZV%2FWbn8h7WP2zlJCtWvSxVT2JxmVY2%2BmbegctVke%2B%2BK3%2Bzn6bTaehgvlSmneeTEbI%2BgZ64oGGQu1O7HjRc%2FoCrGoku%2B9VOctHzB0i2pC13ViEY143lfMtAtWnSgw%2FVhXjnBIcztOmg9gAHHAOtt1c6E1tqc8Lc6%2Fjb9v5f9%2FKALZqIH%2B3upHzmEv2AWDQiJca%2Bolg0PFD%2BKq5MPkxml1TYGBYz1%2Bk0uklkk0wESPKns4SQKiVFu8S8PRjbHwb6TQZmrxVa2f3wcozs3FV12eEYQ%3D%3D#detail,,,,2023年秋季
假两件POLO领针织衫女2023年秋装新款学院风减龄小衫洋气长袖上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/3068391740/O1CN012D0v2M1Oiy2eZ7TlO_!!3068391740.jpg,26.01,100+人付款,广东 广州,743537411995,https://item.taobao.com/item.htm?id=743537411995&ns=1&abbucket=0#detail,通勤,18-24周岁,其他,2023年秋季
连帽卫衣女秋冬2023年<span class=H>女装</span>妈妈上衣冬季加绒加厚洋气外套,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2960160722/O1CN01vf0Hhe1HCiqZzHn7Q_!!2960160722.jpg,43.80,200+人付款,广东 广州,744548004840,https://item.taobao.com/item.htm?id=744548004840&ns=1&abbucket=0#detail,通勤,,,2023年秋季
清仓捡漏一线大牌专柜撤回剪标外贸<span class=H>女装</span>加厚显瘦中长款毛呢外套女,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2212866435007/O1CN01RFL0DP1mrFzVAkm9p_!!2212866435007.jpg,15.00,41人付款,浙江 杭州,744062476913,https://item.taobao.com/item.htm?id=744062476913&ns=1&abbucket=0#detail,通勤,,,2023年秋季
新款羊毛套头毛衣卫衣女帽衫宽松连帽打底针织衫<span class=H>女装</span>2023秋冬上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/1112458684/O1CN01QnMQs82E1K8NnG82h_!!1112458684.jpg,299.00,300+人付款,河北 邢台,653218882083,https://item.taobao.com/item.htm?id=653218882083&ns=1&abbucket=0#detail,通勤,25-29周岁,其他,2021年秋季
长袖t恤春秋上衣女新款美式复古加绒加厚修身打底衫别致独特小衫,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/719851228/O1CN01KzCCgW1KwT9U2aXF9_!!719851228.jpg,17.00,1000+人付款,广东 广州,657641785424,https://item.taobao.com/item.htm?id=657641785424&ns=1&abbucket=0#detail,通勤,18-24周岁,,冬季
国际大牌剪标余单尾单秋冬季<span class=H>女装</span>小香风软糯时尚高领针织毛衣外套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2216373542357/O1CN01eKQNNl1THYPklfeyS_!!2216373542357.jpg,198.00,200+人付款,广东 广州,743973027001,https://item.taobao.com/item.htm?id=743973027001&ns=1&abbucket=0#detail,,,,2022年冬季
大码咖色方领打底衫2023新款女秋冬季胖mm显瘦修身内搭针织衫上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/373790674/O1CN012wWyvJ1GqjphVdMoH_!!373790674.jpg,51.00,300+人付款,广东 广州,742468597913,https://item.taobao.com/item.htm?id=742468597913&ns=1&abbucket=0#detail,通勤,18-24周岁,再生纤维素纤维,2023年冬季
大码秋冬新款2023年<span class=H>女装</span>百搭休闲纯色打底毛衣长袖半高领针织衫潮,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/1771143074/O1CN01g8r9Cj1YZwOmlgt9B_!!1771143074.jpg,29.68,300+人付款,广东 广州,745416282985,https://item.taobao.com/item.htm?id=745416282985&ns=1&abbucket=0#detail,通勤,,其他,2023年秋季
针织打底衫<span class=H>女装</span>新款春秋季外穿小香风软糯v领长袖上衣内搭毛衣冬,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2212487806247/O1CN01s4hm461w1B71ZKnUn_!!2212487806247-0-picasso.jpg,49.60,82人付款,广东 广州,744053179573,https://item.taobao.com/item.htm?id=744053179573&ns=1&abbucket=0#detail,通勤,18-24周岁,其他,2023年冬季
螺纹德绒半高领打底衫女纯色2023秋冬新款内搭百搭加厚长袖t恤,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/3518002539/O1CN01VjcAuh1UcuUlzers0_!!3518002539.jpg,23.80,900+人付款,广东 揭阳,741737669713,https://item.taobao.com/item.htm?id=741737669713&ns=1&abbucket=0#detail,通勤,,,冬季
针织打底衫女春秋冬2023新款洋气内搭半高领毛衣修身长袖中领上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1118751933/O1CN01shDHzu1Q9MN01TFvC_!!1118751933.jpg,23.00,7000+人付款,广东 广州,681995231628,https://item.taobao.com/item.htm?id=681995231628&ns=1&abbucket=0#detail,通勤,18-24周岁,其他,2023年秋季
日系复古条纹撞色毛衣女秋冬奶系外穿宽松慵懒风温柔软糯针织上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2211193585685/O1CN01eLOvEI1rrmWMMhHrJ_!!2211193585685.jpg,15.00,38人付款,广东 广州,742622750705,https://item.taobao.com/item.htm?id=742622750705&ns=1&abbucket=0#detail,,,其他,2023年秋季
西装外套女秋装新款2023爆款高级休闲炸街小个子今年流行西服上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2211040006384/O1CN01PXCi0h1x1vMIESr3T_!!2211040006384.jpg,85.90,400+人付款,浙江 杭州,737882815231,https://item.taobao.com/item.htm?id=737882815231&ns=1&abbucket=0#detail,通勤,,其他,2023年秋季
啄木鸟加绒毛呢烟管裤女秋冬季新款高腰显瘦直筒裤哈伦小脚西装裤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/3373878114/O1CN01Z65aAP29oGYpY3rPL_!!3373878114.jpg,179.00,700+人付款,湖南 株洲,742474709775,https://item.taobao.com/item.htm?id=742474709775&ns=1&abbucket=0#detail,通勤,,毛类混纺,2023年冬季
清仓捡漏专柜商场撤回尾单<span class=H>女装</span>加绒加厚卫衣立领开衫女秋冬外套衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2216152230370/O1CN01uXbj3p1EbVQpa7SVl_!!2216152230370.jpg,20.00,30人付款,广东 广州,743439615715,https://item.taobao.com/item.htm?id=743439615715&ns=1&abbucket=0#detail,,25-29周岁,,2023年秋季
清仓捡漏专柜撤回外贸欧货高领系带中长款针织连衣裙女打底毛衣裙,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2996704435/O1CN01c9ohpq1idHRCoZ5zj_!!2996704435.jpg,16.00,74人付款,浙江 杭州,742705128095,https://item.taobao.com/item.htm?id=742705128095&ns=1&abbucket=0#detail,通勤,25-29周岁,,秋季
春装款100羊绒衫女开衫衬衣领精致POLO领长袖毛衣羊毛打底针织衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/480352542/O1CN01e9C0NS1UeHga4o1rF_!!480352542.jpg,899.00,600+人付款,山东 济南,743313963020,https://item.taobao.com/item.htm?id=743313963020&ns=1&abbucket=0#detail,通勤,,其他,2023年秋季
早秋季2023年新款假两件穿搭内搭打底衫长袖上衣女初秋蓝色针织衫,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/1610897703/O1CN01sM1t6t26m1lpoN90L_!!1610897703.jpg,399.00,1000+人付款,浙江 嘉兴,738683521930,https://item.taobao.com/item.htm?id=738683521930&ns=1&abbucket=0#detail,通勤,18-24周岁,其他,2023年秋季
品牌折扣<span class=H>女装</span>剪标专柜撤柜正品针织毛衣马甲女士外搭v领百搭背心,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2218214726/O1CN011yRV9m1kmYV9TdUpH_!!2218214726.jpg,19.00,400+人付款,浙江 杭州,651988063708,https://item.taobao.com/item.htm?id=651988063708&ns=1&abbucket=0#detail,通勤,18-24周岁,腈纶,2021年秋季
换季断码9.9特价处理清仓春秋<span class=H>女装</span>小个子女士中年妈妈装韩版体恤2023春季<span class=H>女装</span>休闲V领T恤气质修身显瘦打底衫简约显瘦纯色长袖上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/3296127826/O1CN01krV3IW27gMJHGuwGS_!!0-item_pic.jpg,9.90,600+人付款,广东 揭阳,661360399453,https://item.taobao.com/item.htm?id=661360399453&ns=1&abbucket=0,通勤,18-24周岁,其他,春季 秋季
大码<span class=H>女装</span>假两件上衣黑色长袖t恤早秋季胖mm显瘦遮肚子内搭打底衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/737200868/O1CN01ZLBHev1IHaeZBMCJ7_!!737200868.jpg,63.60,900+人付款,广东 广州,733858590452,https://item.taobao.com/item.htm?id=733858590452&ns=1&abbucket=0#detail,通勤,,其他,2023年秋季
品牌折扣<span class=H>女装</span>商场撤柜外贸尾单毛衣女过膝毛衣裙冬打底针织连衣裙,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2207967061087/O1CN01gVS11o1JttOZVv1Wk_!!2207967061087.jpg,25.00,100+人付款,浙江 杭州,735405756851,https://item.taobao.com/item.htm?id=735405756851&ns=1&abbucket=0#detail,通勤,,其他,2023年秋季
2023新款打底衫女秋冬内搭半高领春秋白色羊绒毛衣高级感针织上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/676716255/O1CN01B71kPz1w4qGBWMUKj_!!676716255.jpg,199.00,4000+人付款,浙江 杭州,734025646858,https://item.taobao.com/item.htm?id=734025646858&ns=1&abbucket=0#detail,通勤,25-29周岁,其他,2023年秋季
秋冬裤女妈妈保暖加厚灯芯绒休闲裤宽松显瘦直筒裤女士加绒裤哈伦,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2964411376/O1CN01va51Gu1M2FrZBKL46_!!2964411376.jpg,9.90,900+人付款,浙江 金华,738161433149,https://item.taobao.com/item.htm?id=738161433149&ns=1&abbucket=0#detail,日韩,35-39周岁,,2023年冬季
假两件针织衫女秋季2023新款法式温柔风短款宽松别致长袖毛衣开衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/1914143091/O1CN01sSFNvC1Yhj7EgADP5_!!1914143091.jpg,399.00,1000+人付款,浙江 嘉兴,739655857410,https://item.taobao.com/item.htm?id=739655857410&ns=1&abbucket=0#detail,通勤,18-24周岁,其他,2023年秋季
大码宽松假两件针织开衫长袖秋胖mm显瘦遮肚子设计感v领打底上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2543100702/O1CN01cHXwmG1H3YuEHzzdf_!!2543100702.jpg,140.00,800+人付款,广东 广州,733326541111,https://item.taobao.com/item.htm?id=733326541111&ns=1&abbucket=0#detail,通勤,,其他,2023年秋季
正品羊毛衫假两件针织衫新款<span class=H>女装</span>POLO领宽松秋季新款羊绒打底毛衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/3300134208/O1CN019mhfv71gxJXEMTN1A_!!3300134208.jpg,42.00,43人付款,河北 石家庄,744795604151,https://item.taobao.com/item.htm?id=744795604151&ns=1&abbucket=0#detail,通勤,,莫代尔,2023年冬季
清仓捡漏一线品牌专柜商场撤回剪标<span class=H>女装</span>秋装上衣女毛衣连帽卫衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2212273210687/O1CN010NasK41Gwgyyn506l_!!2212273210687.jpg,23.00,27人付款,浙江 杭州,742035139288,https://item.taobao.com/item.htm?id=742035139288&ns=1&abbucket=0#detail,,,,2023年秋季
外贸出口尾单<span class=H>女装</span>剪标大牌短款毛呢外套2023秋冬新款气质呢子大衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2208636561320/O1CN01o7l5s61LcbhBKAlpa_!!2208636561320.jpg,19.00,82人付款,浙江 杭州,744076902214,https://item.taobao.com/item.htm?id=744076902214&ns=1&abbucket=0#detail,,,,2023年冬季
韩版宽松条纹套头毛衣女秋冬新款时尚日系慵懒风甜美减龄针织上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2042901565/O1CN01WemMTP1NQojnRiHOP_!!2042901565.jpg,66.00,100+人付款,浙江 杭州,742798694509,https://item.taobao.com/item.htm?id=742798694509&ns=1&abbucket=0#detail,通勤,18-24周岁,,秋冬
美式复古撞色条纹软糯毛衣女设计感秋冬2023新款慵懒风宽松针织衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/1730270381/O1CN01kI3tvY1EgXmzy1OXr_!!1730270381.jpg,399.00,400+人付款,浙江 嘉兴,743215064401,https://item.taobao.com/item.htm?id=743215064401&ns=1&abbucket=0#detail,通勤,18-24周岁,,秋冬
清仓捡漏专柜撤回外贸大牌尾单<span class=H>女装</span>马海毛中长款毛衣女软糯针织衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2215204613730/O1CN01sFuDtT1dQODBIk7lk_!!2215204613730.jpg,15.00,99人付款,广东 广州,742880383905,https://item.taobao.com/item.htm?id=742880383905&ns=1&abbucket=0#detail,,,其他,2023年秋季
清仓捡漏专柜商场撤回尾单<span class=H>女装</span>加绒加厚卫衣立领开衫女秋冬外套衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2262438073/O1CN01I3Tcc229VUKEGPVOl_!!2262438073.jpg,20.00,80人付款,广东 广州,743270233330,https://item.taobao.com/item.htm?id=743270233330&ns=1&abbucket=0#detail,,25-29周岁,,2023年秋季
新款V领毛衣纯色修身型显瘦坑条加厚毛边设计感针织开衫女秋上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/1970879875/O1CN0150LB9C2Moo1OC4cwX_!!1970879875.jpg,399.00,300+人付款,浙江 杭州,736037121875,https://item.taobao.com/item.htm?id=736037121875&ns=1&abbucket=0#detail,通勤,18-24周岁,聚酯纤维,2023年秋季
